direccion,localidad,latitud,longitud
"C 80 - ROQUE A MACEIRA (ENTRE C 55 - LAVALLE Y C 57 - PASO), Chivilcoy, Buenos Aires",Chivilcoy,-34.90831445596925,-60.008499186708
"C 46 - GRL PAZ (ENTRE C 63 - SAAVEDRA Y C 65 - RODRIGUEZ PENA), Chivilcoy, Buenos Aires",Chivilcoy,-34.899993514311646,-60.02582998766735
"HIPOLITO YRIGOYEN 2652, Lanús, Buenos Aires",Lanus,-34.687738057547485,-58.38763227063032
"C 3 - ITALIA (ENTRE C 45 - ALVEAR Y C 44 - SARMIENTO), Coronel Pringles, Buenos Aires",Coronel Pringles,-37.99259520045315,-61.35455674208165
"C 40 - YAPEYU 222, Chivilcoy, Buenos Aires",Chivilcoy,-34.890582118409384,-60.019719732749294
"C 56 - PRINGLES 941, Chivilcoy, Buenos Aires",Chivilcoy,-34.8858272836825,-60.00169194432347
"LOS OLMOS (ESQUINA LOS LIRIOS), Chivilcoy, Buenos Aires",Chivilcoy,-34.929053231092,-59.9913480203717
"C 55 - LAVALLE 200, Chivilcoy, Buenos Aires",Chivilcoy,-34.900814356100256,-60.017322556805695
"C 63 - SAAVEDRA (ESQUINA CALLE 508), Chivilcoy, Buenos Aires",Chivilcoy,-34.8822625096508,-60.0478954633258
"C 41 - BOUCHARD 1000, Chivilcoy, Buenos Aires",Chivilcoy,-34.880861896197516,-60.03130235840609
"JOSE HERNANDEZ, Chivilcoy, Buenos Aires",Chivilcoy,-34.87298634188335,-59.99705031368159
"LOS OLIVOS (ESQUINA LOS JAZMINES), Chivilcoy, Buenos Aires",Chivilcoy,-34.9296765324646,-59.9890171630922
"C 70 - VALENTIN CORIA (ENTRE C 55 - LAVALLE Y C 57 - PASO), Chivilcoy, Buenos Aires",Chivilcoy,-34.9050547649793,-60.0126897171813
"C 39 - RIO JURAMENTO (ENTRE C 70 - PRIMERA JUNTA Y C 72 - BOMBEROS VOLUNTARIOS), Chivilcoy, Buenos Aires",Chivilcoy,-34.89955575231415,-60.00555410145505
"C 66 - AYACUCHO (ENTRE C 63 - ARENALES Y C 61 - MIGUEL CALDERON), Chivilcoy, Buenos Aires",Chivilcoy,-34.9057731644901,-60.01674913456115
"C 62 - DORREGO (ESQUINA C 29 - MONTEAGUDO), Chivilcoy, Buenos Aires",Chivilcoy,-34.8931614317567,-60.0053834148223
"AV 17 - CARLOS GARDEL (ENTRE C 72 - BOMBEROS VOLUNTARIOS Y C 74 - ANGEL GRECO), Chivilcoy, Buenos Aires",Chivilcoy,-34.89260426885155,-59.9961419067942
"AV CECILIO LAMON (ESQUINA BENITEZ), Chivilcoy, Buenos Aires",Chivilcoy,-34.9042442244686,-60.0448371198625
"MAGDALENA, Lanús, Buenos Aires",Lanus,-34.73864451116475,-58.379629806633304
"MONS JUAN HLADNIK 3657, Lanús, Buenos Aires",Lanus,-34.714232289249125,-58.4147072231761
"ALVAREZ THOMAS 2862, Lanús, Buenos Aires",Lanus,-34.72581294019649,-58.38212593160492
"DR ARTURO F MELO 2958, Lanús, Buenos Aires",Lanus,-34.70688701306965,-58.3944019368528
"C 53 - 25 DE MAYO (ENTRE C 62 - CNL SUAREZ Y C 60 - BRANDSEN), Chivilcoy, Buenos Aires",Chivilcoy,-34.9011210024845,-60.0152710962171
"11 DE SEPTIEMBRE 45, Chascomús, Buenos Aires",Chascomús,-35.566764685271906,-58.016449828861674
"SANTA CRUZ (ESQUINA 26 DE JULIO), Chascomús, Buenos Aires",Chascomús,-35.5668636773059,-58.0225694519164
"LIBRES DEL SUR (ENTRE AV ESCRIBANO Y 11 DE SEPTIEMBRE), Chascomús, Buenos Aires",Chascomús,-35.56745649010715,-58.0154881486586
"ELIAS VEDOYA 3769, Lanús, Buenos Aires",Lanus,-34.725844266278386,-58.40814222449645
"MANUEL CASTRO 4300, Lanús, Buenos Aires",Lanus,-34.70344591707617,-58.41951395465365
"AV COSTANERA ESPANA, Chascomús, Buenos Aires",Chascomús,-35.582001019670514,-58.01782239549447
"CNL SEGUI 1769, Lanús, Buenos Aires",Lanus,-34.69097728631744,-58.409756195137895
"VELEZ SARSFIELD 2765, Lanús, Buenos Aires",Lanus,-34.70343434488971,-58.3905081270776
"BOLIVAR (ESQUINA CASALINS), Chascomús, Buenos Aires",Chascomús,-35.5722650500267,-58.0109214349873
"COMBATE DE MONTEVIDEO (ENTRE GARAY Y SOLIS), Chascomús, Buenos Aires",Chascomús,-35.57200923143485,-57.9962888426148
"CMTE MAMBERTI 1369, Lanús, Buenos Aires",Lanus,-34.700924713561776,-58.38657704496969
"BRAZZOLA (ENTRE FRAY M SOSA Y BUFANO), Chascomús, Buenos Aires",Chascomús,-35.554383236743405,-58.02187115410155
"CASALINS (ENTRE SCALABRINI ORTIZ Y LAS ACACIAS), Chascomús, Buenos Aires",Chascomús,-35.5572977648869,-58.013709788547004
"SOLIS (ENTRE AMEGHINO Y OBLIGADO), Chascomús, Buenos Aires",Chascomús,-35.5734566396774,-58.0047305236409
"MARIN (ESQUINA ITALIA), Chascomús, Buenos Aires",Chascomús,-35.573480206907,-57.9967850436304
"CEFERINO NAMUNCURA 3900, Lanús, Buenos Aires",Lanus,-34.7175726280864,-58.4166451144928
"LUIS VERNET 3800, Lanús, Buenos Aires",Lanus,-34.7134266440146,-58.4179187555577
"LUIS VERNET 4200, Lanús, Buenos Aires",Lanus,-34.7159495695702,-58.4227279773744
"MAZZINI 474, Chascomús, Buenos Aires",Chascomús,-35.57251011001563,-58.01971093462063
"JUAREZ (ENTRE BOLIVAR Y FRANKLIN), Chascomús, Buenos Aires",Chascomús,-35.5736194112933,-58.01788191578315
"20 DE SEPTIEMBRE 2961, Lanús, Buenos Aires",Lanus,-34.707233561577006,-58.39895389220166
"BARTOLOME MITRE 100, Tigre, Buenos Aires",Tigre,-34.4122648851768,-58.6797711677404
"CABILDO 480, Tigre, Buenos Aires",Tigre,-34.463002042925716,-58.625881299113374
"GARAY (ENTRE OBLIGADO Y SAAVEDRA), Chascomús, Buenos Aires",Chascomús,-35.572624875982896,-58.0060610117348
"DE LAS GARZAS, Chascomús, Buenos Aires",Chascomús,-35.605358688383745,-57.97282889933485
"LA BOTA 100, Tigre, Buenos Aires",Tigre,-34.4045996116986,-58.7322660742316
"DR ALFREDO PALACIOS 1138, Lanús, Buenos Aires",Lanus,-34.68373900093842,-58.392219433170325
"JOSE LEON SUAREZ 1239, Lanús, Buenos Aires",Lanus,-34.728847924268365,-58.41501976428
"DORREGO (ENTRE 11 DE SEPTIEMBRE Y 26 DE JULIO), Chascomús, Buenos Aires",Chascomús,-35.5669630401633,-58.02005201682555
"OLAZABAL, Tigre, Buenos Aires",Tigre,-34.461002100643896,-58.62858104884354
"TALAN-TALAN 300, Tigre, Buenos Aires",Tigre,-34.4473562935932,-58.6538021795811
"HUDSON (ENTRE LIBRES DEL SUR Y ALVEAR), Chascomús, Buenos Aires",Chascomús,-35.5533677678699,-58.01675580059725
"SOLD CARRASCO (ESQUINA JOSE LUIS LORENZO), Chascomús, Buenos Aires",Chascomús,-35.545023838352,-58.015527158384
"MACHADO 265, Chascomús, Buenos Aires",Chascomús,-35.57162794579644,-58.00808420717141
"25 DE MAYO 827, Lanús, Buenos Aires",Lanus,-34.705811374699216,-58.40492639645582
"MORENO 400, Chascomús, Buenos Aires",Chascomús,-35.5827969331117,-58.0099848887578
"BOLIVAR 300, Chascomús, Buenos Aires",Chascomús,-35.5729448197756,-58.0161727311067
"AVELLANEDA (ENTRE TANDIL Y BAHIA BLANCA), Chascomús, Buenos Aires",Chascomús,-35.5885063969252,-57.98704563596915
"COLON 172, Chascomús, Buenos Aires",Chascomús,-35.5796292864297,-58.01142246811585
"CATAMARCA 2252, Lanús, Buenos Aires",Lanus,-34.6941312530776,-58.407685762645855
"ANIBAL GONZALEZ 725, Tigre, Buenos Aires",Tigre,-34.41808101352501,-58.59202087034488
"VENEZUELA (ENTRE TAPALQUE Y OLAVARRIA), Chascomús, Buenos Aires",Chascomús,-35.5817458981107,-57.99427212331911
"AV HIPOLITO YRIGOYEN (ESQUINA AV LASTRA), Chascomús, Buenos Aires",Chascomús,-35.5769927846892,-58.0082209684804
"MIGUEL CANE 882, Lanús, Buenos Aires",Lanus,-34.70970967638069,-58.40595412356525
"ENRIQUE FERNANDEZ 3000, Lanús, Buenos Aires",Lanus,-34.6985103417331,-58.414790187654
"EMILIO CASTRO (ESQUINA SANTIAGO PLAUL), Lanús, Buenos Aires",Lanus,-34.6966090347673,-58.4143138445379
"PATAGONES 900, Tigre, Buenos Aires",Tigre,-34.4186466181455,-58.5956148985971
"JUNCAL 720, Lanús, Buenos Aires",Lanus,-34.69830429167213,-58.38670481511875
"LAS PIEDRAS 1427, Lanús, Buenos Aires",Lanus,-34.711412117668004,-58.38913799379807
"BELGRANO (ENTRE BOLIVAR Y FRANKLIN), Chascomús, Buenos Aires",Chascomús,-35.57329274222745,-58.01518339193975
"COTAGAITA, Lanús, Buenos Aires",Lanus,-34.74209441997854,-58.37345772727812
"WASHINGTON (ENTRE SOLER Y ARENALES), Chascomús, Buenos Aires",Chascomús,-35.57635735529675,-58.0164910943758
"JUAN PEDRO FOURQUER, Chascomús, Buenos Aires",Chascomús,-35.560677662754614,-58.03635838227277
"EMILIO CASTRO (ESQUINA LA RIOJA), Lanús, Buenos Aires",Lanus,-34.6960601361824,-58.4151577443157
"GDOR CARLOS TEJEDOR 413, Lanús, Buenos Aires",Lanus,-34.70254685684238,-58.39743519312865
"CALLE RIVADAVIA 700, Tigre, Buenos Aires",Tigre,-34.4602826909363,-58.6299367628541
"VENEZUELA (ENTRE RICCHIERI Y ARTIGAS), Chascomús, Buenos Aires",Chascomús,-35.5826874035282,-58.005313128873155
"DR ARTURO F MELO 3041, Lanús, Buenos Aires",Lanus,-34.708520255592624,-58.39402293186402
"9 DE JULIO 2442, Lanús, Buenos Aires",Lanus,-34.71705480623119,-58.3774366954657
"LIBRES DEL SUR (ENTRE ARENALES Y AV LASTRA), Chascomús, Buenos Aires",Chascomús,-35.577096288559545,-58.013742806922295
"LIBRES DEL SUR 39, Chascomús, Buenos Aires",Chascomús,-35.57680759438698,-58.013795779589934
"VENEZUELA (ENTRE ARTIGAS Y RICCHIERI), Chascomús, Buenos Aires",Chascomús,-35.5826874035282,-58.005313128873155
"MERCEDES (ENTRE TANDIL Y JUNIN), Chascomús, Buenos Aires",Chascomús,-35.586984587319904,-57.9885030379061
"AV ESCRIBANO 118, Chascomús, Buenos Aires",Chascomús,-35.5677731460697,-58.013345855891664
"TUCUMAN 2626, Lanús, Buenos Aires",Lanus,-34.716373987400985,-58.372613110736445
"VELEZ SARSFIELD 2865, Lanús, Buenos Aires",Lanus,-34.704887520489784,-58.39045910252804
"CAMILO V CAVOUR 3485, Lanús, Buenos Aires",Lanus,-34.71290815343501,-58.39717707361913
"HIPOLITO YRIGOYEN 4453, Lanús, Buenos Aires",Lanus,-34.706223401038436,-58.391727916939075
"ARTURO M BAS 855, Lanús, Buenos Aires",Lanus,-34.73047445054188,-58.40593204891786
"ITALIA (ENTRE MARIN Y RIVADAVIA), Chascomús, Buenos Aires",Chascomús,-35.57393524891215,-57.9966918167217
"JUAREZ (ENTRE BOLIVAR Y MAZZINI), Chascomús, Buenos Aires",Chascomús,-35.5727180731395,-58.018021579682895
"GARAY 70, Chascomús, Buenos Aires",Chascomús,-35.57278675797747,-58.00737809012605
"ENRIQUE DEL VALLE IBERLUCEA 2891, Lanús, Buenos Aires",Lanus,-34.70550744922264,-58.393147816409964
"EVA PERON 1535, Lanús, Buenos Aires",Lanus,-34.706640293120344,-58.38214323634659
"MALVINAS ARGENTINAS 170, Chascomús, Buenos Aires",Chascomús,-35.57131042809379,-57.99961923460726
"INMIGRANTES ARABES, Chascomús, Buenos Aires",Chascomús,-35.5700673219371,-58.009004284046796
"CHILE 27, Chascomús, Buenos Aires",Chascomús,-35.57991625917693,-58.00701738706438
"DR ALFREDO PALACIOS 900, Lanús, Buenos Aires",Lanus,-34.6853876815373,-58.3899642933581
"ROMA 2424, Lanús, Buenos Aires",Lanus,-34.72812014906714,-58.38932691829967
"CNL BURELAS 1986, Lanús, Buenos Aires",Lanus,-34.701155972706516,-58.366857694000046
"SALINAS GRANDES, Chascomús, Buenos Aires",Chascomús,-35.57443116475755,-57.97868815001095
"LAS PIEDRAS 1544, Lanús, Buenos Aires",Lanus,-34.712283911422304,-58.387908720764266
"JOSE BOLANOS 2448, Lanús, Buenos Aires",Lanus,-34.70689048523947,-58.3666325786457
"VERA 2170, Tigre, Buenos Aires",Tigre,-34.49638472170195,-58.620418479828416
"AMERICA (ENTRE BELBEZE Y CERRITO), Chascomús, Buenos Aires",Chascomús,-35.57044013459115,-57.996241730798346
"ESTADOS UNIDOS 85, Chascomús, Buenos Aires",Chascomús,-35.57875264349722,-58.00585507257921
"ALFAREROS PAMPEANOS, Chascomús, Buenos Aires",Chascomús,-35.5737588092517,-57.97804526044441
"SARMIENTO 100, Tigre, Buenos Aires",Tigre,-34.42267520244684,-58.5752214521835
"CALLE - ESPANA 400, Tigre, Buenos Aires",Tigre,-34.35581644621494,-58.69634772533399
"GERVASIO A DE POSADAS 3655, Lanús, Buenos Aires",Lanus,-34.73588524463107,-58.38180526372618
"MATHEU (ENTRE GARAY Y BELBEZE), Chascomús, Buenos Aires",Chascomús,-35.56954164590595,-57.98234705537455
"ORZALI, Chascomús, Buenos Aires",Chascomús,-35.55619711290785,-58.03449841772635
"AV F DE ARENAZA (ENTRE ALVEAR Y QUINTANA), Chascomús, Buenos Aires",Chascomús,-35.5638866683774,-58.014408630747
"E GOTI (ENTRE SATURNINO JUSTO Y RAMON MILANI), Chascomús, Buenos Aires",Chascomús,-35.5648612765414,-58.025276158799954
"AV DE LAS CAMPANAS DEL DESIERTO, Chascomús, Buenos Aires",Chascomús,-35.573255722468645,-57.979087184861804
"OBLIGADO 237, Chascomús, Buenos Aires",Chascomús,-35.57186463294439,-58.005657622590455
"C ESPANA 1000, Tigre, Buenos Aires",Tigre,-34.4738841014393,-58.65685086215336
"ECUADOR (ESQUINA SALADILLO), Chascomús, Buenos Aires",Chascomús,-35.5805691531933,-57.9965906972688
"LIBRES DEL SUR (ESQUINA REMEDIOS DE ESCALADA), Chascomús, Buenos Aires",Chascomús,-35.5746378320941,-58.0141938952655
"DORREGO (ENTRE JUAN PLOU Y PEDRO ETCHEVERRIA), Chascomús, Buenos Aires",Chascomús,-35.56055747819635,-58.0225819448518
"SALINAS GRANDES (ENTRE CAZADORES PAMPEANOS Y ALFAREROS PAMPEANOS), Chascomús, Buenos Aires",Chascomús,-35.57421699185125,-57.977344394346204
"JUAN PINEIRO 380, Lanús, Buenos Aires",Lanus,-34.706693387581076,-58.39677482472976
"DR LUIS A MASPERO 300, Lanús, Buenos Aires",Lanus,-34.7230237791152,-58.3982438110001
"SOLD CARRASCO, Chascomús, Buenos Aires",Chascomús,-35.54725823436555,-58.01799715422099
"HIPOLITO YRIGOYEN 5053, Lanús, Buenos Aires",Lanus,-34.71338399021693,-58.39280401416663
"GDOR CARLOS TEJEDOR 700, Lanús, Buenos Aires",Lanus,-34.7026622434267,-58.4018190089623
"SEBASTIAN GABOTO 4029, Lanús, Buenos Aires",Lanus,-34.72548775215884,-58.41290285164797
"MAXIMINO ECHEVERRIA (ENTRE JUAN PLOU Y PEDRO ETCHEVERRIA), Chascomús, Buenos Aires",Chascomús,-35.561590527725954,-58.02502558090865
"ENRIQUE DEL VALLE IBERLUCEA 4800, Lanús, Buenos Aires",Lanus,-34.733757059005086,-58.39833783995432
"GRL JUAN E PEDERNERA 1948, Lanús, Buenos Aires",Lanus,-34.72057241494187,-58.371460867942176
"GUAMINI (ENTRE BALCARCE Y LAS FLORES), Chascomús, Buenos Aires",Chascomús,-35.58905142564585,-57.9817176770598
"26 DE JULIO (ENTRE RIO NEGRO Y DORREGO), Chascomús, Buenos Aires",Chascomús,-35.56663890620515,-58.020515609376446
"GUAYAQUIL 1800, Tigre, Buenos Aires",Tigre,-34.4941481232127,-58.6244800426691
"JUNIN (ENTRE ALMTE BROWN Y ESTADOS UNIDOS), Chascomús, Buenos Aires",Chascomús,-35.5763988741041,-57.9910979179852
"BAHIA BLANCA (ENTRE AYACUCHO Y LOBOS), Chascomús, Buenos Aires",Chascomús,-35.5847391434058,-57.9871052587591
"GRL FERRE 2200, Lanús, Buenos Aires",Lanus,-34.7148429826577,-58.3843716308377
"GUAMINI (ENTRE LAS FLORES Y BALCARCE), Chascomús, Buenos Aires",Chascomús,-35.58905142564585,-57.9817176770598
"SARMIENTO 500, Tigre, Buenos Aires",Tigre,-34.4241751810518,-58.5756276073828
"DIAZ VELEZ (ESQUINA LA PORTENA), Chascomús, Buenos Aires",Chascomús,-35.5798200598177,-57.9980031786179
"ITALIA (ESQUINA GARAY), Chascomús, Buenos Aires",Chascomús,-35.5716597292936,-57.9971559192776
"JOSE A CASTILLO (ENTRE JUAN PLOU Y PEDRO ETCHEVERRIA), Chascomús, Buenos Aires",Chascomús,-35.5610620730114,-58.023735704951804
"TUCUMAN 2584, Lanús, Buenos Aires",Lanus,-34.71599693023562,-58.37313061579932
"AZUL (ESQUINA VENEZUELA), Chascomús, Buenos Aires",Chascomús,-35.5815393623142,-57.9925429732178
"TUCUMAN 68, Lanús, Buenos Aires",Lanus,-34.70395459833314,-58.39091282883813
"EVA PERON 952, Lanús, Buenos Aires",Lanus,-34.70240330211551,-58.38718232561028
"MARGARITA WEILD, Lanús, Buenos Aires",Lanus,-34.71085340838685,-58.38801281659516
"RAMON FRANCO 3965, Lanús, Buenos Aires",Lanus,-34.73006376403786,-58.40854662876523
"GDOR CARLOS TEJEDOR 527, Lanús, Buenos Aires",Lanus,-34.70259709459962,-58.399524286060505
"JUNIN (ESQUINA VENEZUELA), Chascomús, Buenos Aires",Chascomús,-35.5809735781302,-57.990167289784
"OBLIGADO 200, Chascomús, Buenos Aires",Chascomús,-35.5725581854759,-58.0055184427693
"SOLIS 300, Chascomús, Buenos Aires",Chascomús,-35.573153242698,-58.0017184248639
"BELBEZE (ENTRE AMERICA Y GENERAL PAZ), Chascomús, Buenos Aires",Chascomús,-35.57079738364,-57.9955214739431
"AMERICA (ESQUINA BELBEZE), Chascomús, Buenos Aires",Chascomús,-35.5708748867089,-57.996157392619
"JEAN JAURES 1040, Lanús, Buenos Aires",Lanus,-34.68508569475431,-58.392010864297994
"AMERICA (ESQUINA CERRITO), Chascomús, Buenos Aires",Chascomús,-35.5700053824734,-57.9963260689777
"RUTA NACIONAL 2, Chascomús, Buenos Aires",Chascomús,-35.55089314158599,-57.98402713016203
"SOLER (ENTRE LIBRES DEL SUR Y ALVEAR), Chascomús, Buenos Aires",Chascomús,-35.575512120559054,-58.013424206337
"RUTA NACIONAL 9, Baradero, Buenos Aires",Baradero,-33.85387936174915,-59.545904677344055
"VELEZ SARSFIELD 2636, Lanús, Buenos Aires",Lanus,-34.701716266913515,-58.39054139156181
"CALLE 146 1100, Berazategui, Buenos Aires",Berazategui,-34.77593295637456,-58.20036481933902
"CALLE 18 3200, Berazategui, Buenos Aires",Berazategui,-34.7742835076962,-58.2227373694303
"CALLE 459 1325, Berazategui, Buenos Aires",Berazategui,-34.83010069893242,-58.18331413269412
"CATAMARCA 1969, Lanús, Buenos Aires",Lanus,-34.69137150862847,-58.40511344522796
"RIO NEGRO 280, Tigre, Buenos Aires",Tigre,-34.395449874509005,-58.718875872184356
"GRL O HIGGINS 1441, Lanús, Buenos Aires",Lanus,-34.70467024867941,-58.38339094968908
"CHASCOMUS 1100, Lanús, Buenos Aires",Lanus,-34.71965024901568,-58.35650509870633
"RUCCI, Lanús, Buenos Aires",Lanus,-34.695348797505446,-58.44111367482841
"PARAGUAY 565, Tigre, Buenos Aires",Tigre,-34.50047744713753,-58.64079873544036
"CALLE 9 4800, Berazategui, Buenos Aires",Berazategui,-34.7567311301976,-58.2131762759403
"CALLE 122 2000, Berazategui, Buenos Aires",Berazategui,-34.81576635398366,-58.18838452748716
"OLAZABAL 600, Tigre, Buenos Aires",Tigre,-34.4607029224608,-58.6280255040938
"CNL PRINGLES 30, Lanús, Buenos Aires",Lanus,-34.69760614773042,-58.39139431620414
"ENRIQUE DEL VALLE IBERLUCEA 2654, Lanús, Buenos Aires",Lanus,-34.70191590733566,-58.39330936732237
"DELTA, Tigre, Buenos Aires",Tigre,-34.434426548776855,-58.5737457023493
"AV LDOR GRL SAN MARTIN 500, Tigre, Buenos Aires",Tigre,-34.47723140755895,-58.67506211844792
"CALLE 361 1050, Berazategui, Buenos Aires",Berazategui,-34.7917040987547,-58.20091270353945
"CALLE 359 1148, Berazategui, Buenos Aires",Berazategui,-34.7954209201939,-58.19876061985324
"VIRREY SANTIAGO DE LINIERS 2717, Lanús, Buenos Aires",Lanus,-34.680552876269665,-58.41412403264783
"DIOGENES TABORDA 3459, Lanús, Buenos Aires",Lanus,-34.72069047594535,-58.40661103972142
"CALLE 28 1500, Berazategui, Buenos Aires",Berazategui,-34.7928538134294,-58.2325518988722
"AV HIPOLITO YRIGOYEN 600, Tigre, Buenos Aires",Tigre,-34.4624219305607,-58.6382704367635
"CALLE 157 500, Berazategui, Buenos Aires",Berazategui,-34.75287611417223,-58.20366362767942
"CRUCE AUTOPISTA, Berazategui, Buenos Aires",Berazategui,-34.8018531585274,-58.164549217643355
"9 DE JULIO 2500, Lanús, Buenos Aires",Lanus,-34.7174562378527,-58.3768765144528
"CAMILO V CAVOUR 3140, Lanús, Buenos Aires",Lanus,-34.70931162969988,-58.39641353074488
"CALLE 47 A 1000, Berazategui, Buenos Aires",Berazategui,-34.80298927246799,-58.19028026214597
"LEOPOLDO LUGONES 1400, Tigre, Buenos Aires",Tigre,-34.4823569417477,-58.6123448764085
"INTE NICOLAS MILAZZO (ESQUINA CALLE 359), Berazategui, Buenos Aires",Berazategui,-34.797373665202,-58.1963919876409
"CALLE 142 1700, Berazategui, Buenos Aires",Berazategui,-34.7679344458311,-58.2132187502706
"QUIRNO COSTA 1100, Lanús, Buenos Aires",Lanus,-34.7255566485403,-58.4053629214021
"CALLE 2, Berazategui, Buenos Aires",Berazategui,-34.763313347553606,-58.2432310468612
"CALLE 361 A (ENTRE CALLE 310 Y CALLE 311), Berazategui, Buenos Aires",Berazategui,-34.79114974561435,-58.200602466076
"HAITI 2900, Tigre, Buenos Aires",Tigre,-34.4184851580321,-58.7017316920978
"AV GRAL J D PERON, Tigre, Buenos Aires",Tigre,-34.4460458846572,-58.67618787647335
"CALLE 11 4558, Berazategui, Buenos Aires",Berazategui,-34.760283798178996,-58.214601640507716
"CALLE 133 2600, Berazategui, Buenos Aires",Berazategui,-34.806218850039905,-58.18517774586689
"RAMON FRANCO 3344, Lanús, Buenos Aires",Lanus,-34.725776892501564,-58.40032018046438
"CABILDO 700, Tigre, Buenos Aires",Tigre,-34.464091074022846,-58.627937419561704
"CNL LYNCH 2975, Lanús, Buenos Aires",Lanus,-34.742648117905105,-58.361174289308636
"CALLE 153 1050, Berazategui, Buenos Aires",Berazategui,-34.76743532748751,-58.19696394583293
"RESISTENCIA 883, Lanús, Buenos Aires",Lanus,-34.690996834089745,-58.3950995016596
"CALLE 361 1000, Berazategui, Buenos Aires",Berazategui,-34.7913961243095,-58.2017223663021
"AV MITRE 2000, Berazategui, Buenos Aires",Berazategui,-34.7652138456179,-58.19805113690022
"LEOPOLDO LUGONES 1334, Tigre, Buenos Aires",Tigre,-34.48186500564044,-58.6127212233145
"CNL CHILAVER 3200, Lanús, Buenos Aires",Lanus,-34.7401445491263,-58.36296984285174
"CNO GRAL BELGRANO, Berazategui, Buenos Aires",Berazategui,-34.8474044555357,-58.14888104169024
"LUIS MARIA DRAGO 1634, Lanús, Buenos Aires",Lanus,-34.69706649700041,-58.39417102468598
"CHACABUCO 2300, Tigre, Buenos Aires",Tigre,-34.43515369035635,-58.579336573533354
"SOLIS, Tigre, Buenos Aires",Tigre,-34.4266240313205,-58.5665418449402
"MONTEVIDEO 1378, Tigre, Buenos Aires",Tigre,-34.43296308053696,-58.584072853834854
"LA BOTA, Tigre, Buenos Aires",Tigre,-34.39439403597305,-58.71309725464225
"OLEGARIO V ANDRADE 700, Lanús, Buenos Aires",Lanus,-34.7144539083549,-58.4042762549711
"CALLE 11 4500, Berazategui, Buenos Aires",Berazategui,-34.760862952016,-58.2157185394683
"ONCATIVO 1000, Lanús, Buenos Aires",Lanus,-34.7026607976542,-58.3778422191813
"TTE JORGE A RANGUGNI 2678, Lanús, Buenos Aires",Lanus,-34.70241058139957,-58.40057929903155
"AV MITRE 2158, Berazategui, Buenos Aires",Berazategui,-34.781335002374064,-58.17137658465168
"CALLE 151 294, Berazategui, Buenos Aires",Berazategui,-34.74864910537861,-58.21403406374377
"CALLE 62 (ESQUINA CALLE 133), Berazategui, Buenos Aires",Berazategui,-34.8126022083657,-58.1773237300448
"CALLE 102 200, Berazategui, Buenos Aires",Berazategui,-34.7741630669092,-58.2642612363456
"PAUL GROUSSAC 148, Lanús, Buenos Aires",Lanus,-34.72648744629909,-58.400262096664505
"CALLE 153 1040, Berazategui, Buenos Aires",Berazategui,-34.76743328542976,-58.19696641410445
"CALLE 75 2900, Berazategui, Buenos Aires",Berazategui,-34.8249050484147,-58.1683659820213
"AV AMERICA, Tigre, Buenos Aires",Tigre,-34.355175649249304,-58.69225233932785
"AYACUCHO 2549, Lanús, Buenos Aires",Lanus,-34.71044978630615,-58.368216964722095
"GDOR RAMON BALCARCE 953, Lanús, Buenos Aires",Lanus,-34.6949713085868,-58.401800924564775
"2 DE MAYO, Lanús, Buenos Aires",Lanus,-34.72357627817965,-58.40073114866155
"GRL PACHECO 100, Tigre, Buenos Aires",Tigre,-34.47075163241704,-58.627479745257695
"OMBU 1500, Tigre, Buenos Aires",Tigre,-34.490745635341,-58.6344789621234
"AMANCIO ALCORTA 146, Lanús, Buenos Aires",Lanus,-34.70031345789732,-58.39398280169541
"AV 14 (ESQUINA CALLE 119), Berazategui, Buenos Aires",Berazategui,-34.7770328922026,-58.2381775468606
"CALLE 12 4981, Berazategui, Buenos Aires",Berazategui,-34.75872817173703,-58.208902787331525
"2 DE MAYO 4068, Lanús, Buenos Aires",Lanus,-34.719423365240914,-58.39969408753278
"CALLE 137 4700, Berazategui, Buenos Aires",Berazategui,-34.80368066188593,-58.18281164911383
"CALLE 131 66, Berazategui, Buenos Aires",Berazategui,-34.80817934688731,-58.18554392902578
"CALLE 149 5167, Berazategui, Buenos Aires",Berazategui,-34.7958957741022,-58.17399741864634
"CORONEL MORALES 1470, Tigre, Buenos Aires",Tigre,-34.431493340285535,-58.69424601539783
"CALLE 21 1600, Berazategui, Buenos Aires",Berazategui,-34.7856991008577,-58.2368851131099
"COLOMBIA 1600, Lanús, Buenos Aires",Lanus,-34.679791244327,-58.395034044028
"CORONEL RICO 87, Lanús, Buenos Aires",Lanus,-34.69985142721663,-58.39077734779553
"VELEZ SARSFIELD 2728, Lanús, Buenos Aires",Lanus,-34.70287724071005,-58.39051836621439
"JOSE MARIA MORENO 2457, Lanús, Buenos Aires",Lanus,-34.69187064964723,-58.42240353498171
"HERNANDO DE MAGALLANES 1859, Lanús, Buenos Aires",Lanus,-34.72298221270422,-58.417676791714015
"LA RIOJA, Lanús, Buenos Aires",Lanus,-34.697317479091396,-58.41676555962891
"LOS PATOS 3908, Lanús, Buenos Aires",Lanus,-34.7229620308487,-58.41443403973852
"JORGE CHAVES 646, Lanús, Buenos Aires",Lanus,-34.68255718370981,-58.3943226306352
"ARISTOBULO DEL VALLE 159, Lanús, Buenos Aires",Lanus,-34.704732661671855,-58.39395872286672
"GDOR CARLOS TEJEDOR 377, Lanús, Buenos Aires",Lanus,-34.702531219449995,-58.39690685282887
